evaluation,wdpa_id,ISO3,methodolog,year,url,metadata_i,name,designatio,source_dat,source_res,source_yea,source_lan,restricted,assessment
99,16894,ARG,GOBI Survey,2009,Not Reported,3,Laguna de los Pozuelos,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
100,5082,ARG,GOBI Survey,2009,Not Reported,3,Laguna Blanca,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
101,220252,ARG,GOBI Survey,2009,Not Reported,3,Delta del Parana,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
102,23,ARG,GOBI Survey,2009,Not Reported,3,San Guillermo,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
103,10722,ARG,GOBI Survey,2009,Not Reported,3,Costero del Sur,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
104,555547531,ARG,GOBI Survey,2009,Not Reported,3,Pereyra Iraola,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
105,555587169,ARG,GOBI Survey,2009,Not Reported,3,Andino Nopatagonica,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
106,900662,ARG,GOBI Survey,2009,Not Reported,3,Laguna Oca del Rio Paraguay,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
107,220253,ARG,GOBI Survey,2009,Not Reported,3,Riacho Teuquito,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
108,11584,ARG,GOBI Survey,2009,Not Reported,3,Ñacuñan,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
109,93409,ARG,GOBI Survey,2009,Not Reported,3,Yabotí­,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
110,555626096,ARG,GOBI Survey,2015,Not Reported,3,Patagonia Azul,UNESCO-MAB Biosphere Reserve,Áreas Protegidas enfocadas a la Efectividad del Manejo,"Jorge Fabricant – Técnico Dirección de Ordenamiento Territorial, Suelos y Lucha contra la Desertificación, del Ministerio de Ambiente y Desarrollo Sustentable",2018,Spanish,FALSE,FALSE
111,301949,BTN,Bhutan METT+,2016,Not Reported,4,Bumdeling,Widlife Sanctuary,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
112,5061,BTN,Bhutan METT+,2016,Not Reported,4,Jigme Dorji,National Park,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
114,5066,BTN,Bhutan METT+,2016,Not Reported,4,Jigme Singye Wangchuck,National Park,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
115,64417,BTN,Bhutan METT+,2016,Not Reported,4,Phibsoo,Widlife Sanctuary,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
117,20445,BTN,Bhutan METT+,2016,Not Reported,4,Phrumsengla,National Park,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
118,7996,BTN,Bhutan METT+,2016,Not Reported,4,Royal Manas,National Park,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
119,64415,BTN,Bhutan METT+,2016,Not Reported,4,Sakteng,Widlife Sanctuary,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
121,555576122,BTN,Bhutan METT+,2016,Not Reported,4,Wangchuck Centennial,National Park,Bhutan protected areas management effectiveness evaluations,Ministry of Agriculture and Forests,2018,English,FALSE,FALSE
122,9786,MYS,METT,2011,Not Reported,5,Pulau Redang,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
123,9786,MYS,METT,2013,Not Reported,5,Pulau Redang,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
124,9786,MYS,METT,2005,Not Reported,5,Pulau Redang,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
125,9812,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2015,Not Reported,5,Pulau Sipadan,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
126,10028,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Perhentian Besar,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
127,18307,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Tioman,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
128,19636,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2015,Not Reported,5,Pulau Rawa,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
129,19637,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Babi Hujong,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
130,19638,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Babi Tengah,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
131,19639,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Babi Besar,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
132,19640,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Tinggi,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
133,19641,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Mentigi,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
134,19642,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Sibu,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
135,19643,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Ceben,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
136,19644,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Tulai,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
137,19645,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Sembilang,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
138,19646,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Seri Buat,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
139,19647,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2015,Not Reported,5,Pulau Perhentian Kecil,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
140,19648,MYS,Combination of Methods (PAME and METT),2012,Not Reported,5,Pulau Lang Tengah,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
141,198387,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Sibu Hujung,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
142,198389,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Gual,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
143,198391,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Harimau,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
144,198392,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Mensirip,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
145,198394,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Pemanggil,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
146,198395,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Aur,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
147,198397,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Sri Buat,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
148,198401,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2015,Not Reported,5,Pulau Susu Dara,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
149,198402,MYS,Combination of Methods (PAME and METT),2012,Not Reported,5,Pulau Lima,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
150,198406,MYS,Combination of Methods (PAME and METT),2012,Not Reported,5,Pulau Ekor Tebu,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
151,198407,MYS,Combination of Methods (PAME and METT),2012,Not Reported,5,Pulau Pinang,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
152,198410,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Labas,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
153,198411,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Sepoi,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
154,198412,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Jahat,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
155,198413,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2014,Not Reported,5,Pulau Tokong Bara,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
156,198420,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2016,Not Reported,5,Pulau Rusukan Besar,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
157,198421,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2016,Not Reported,5,Pulau Rusukan Kecil,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
158,198422,MYS,Management Effectiveness Assessment Tool (MEAT) developed and adapted from CTI CFF.,2016,Not Reported,5,Pulau Kuraman,Marine Park,Compendium of Data for Marine Parks 2015-2016,Department of Marine Park Malaysia,2018,Bahasa Malaysian,FALSE,FALSE
159,555592745,COL,AEMAPPS,2016,Not Reported,6,Acandi Playon Y Playona,Fauna Sanctuary,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
160,303541,COL,AEMAPPS,2016,Not Reported,6,Alto Fragua - Indiwasi,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
161,135,COL,AEMAPPS,2016,Not Reported,6,Amacayacu,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
162,555592746,COL,AEMAPPS,2016,Not Reported,6,Bahia Portete Kaurrele,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
163,20002,COL,AEMAPPS,2016,Not Reported,6,Campo Alegre,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
164,19993,COL,AEMAPPS,2016,Not Reported,6,Catatumbo - Bari,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
165,143,COL,AEMAPPS,2016,Not Reported,6,Chingaza,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
166,166738,COL,AEMAPPS,2016,Not Reported,6,"Sistema Delta Estuarino del Rí­o Magdalena, Ciénaga Grande de Santa Marta","Ramsar Site, Wetland of International Importance",Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
167,555511940,COL,AEMAPPS,2016,Not Reported,6,Complejo Volcanico Doña Juana Cascabel,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
168,555592686,COL,AEMAPPS,2016,Not Reported,6,Corales De Profundidad,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
169,2234,COL,AEMAPPS,2016,Not Reported,6,Los Corales Del Rosario Y De San Bernardo,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
170,134,COL,AEMAPPS,2016,Not Reported,6,Cordillera De Los Picachos,Natural National Park,Colombia protected areas management effectiveness evaluations,National Natural Parks Service of Colombia,2018,Spanish,FALSE,FALSE
